Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Fri Mar 29 2024,8:00p,New York Knicks,126,San Antonio Spurs,130,Box Score,OT,18604,02:37,Frost Bank Center,
Fri Mar 29 2024,9:00p,Minnesota Timberwolves,111,Denver Nuggets,98,Box Score,,19844,02:14,Ball Arena,
Fri Mar 29 2024,9:30p,Houston Rockets,101,Utah Jazz,100,Box Score,,18206,02:12,Delta Center,
Fri Mar 29 2024,10:00p,Dallas Mavericks,107,Sacramento Kings,103,Box Score,,17832,02:13,Golden 1 Center,
Sat Mar 30 2024,5:00p,Boston Celtics,104,New Orleans Pelicans,92,Box Score,,17932,02:01,Smoothie King Center,
Sat Mar 30 2024,7:00p,Memphis Grizzlies,88,Orlando Magic,118,Box Score,,18009,02:06,Kia Center,
Sat Mar 30 2024,7:30p,Milwaukee Bucks,122,Atlanta Hawks,113,Box Score,,17700,02:26,State Farm Arena,
Sun Mar 31 2024,3:30p,Cleveland Cavaliers,101,Denver Nuggets,130,Box Score,,19621,02:07,Ball Arena,
Sun Mar 31 2024,6:00p,Los Angeles Lakers,116,Brooklyn Nets,104,Box Score,,18162,02:08,Barclays Center,
Sun Mar 31 2024,6:00p,Los Angeles Clippers,130,Charlotte Hornets,118,Box Score,,15941,02:12,Spectrum Center,
Sun Mar 31 2024,6:00p,Philadelphia 76ers,135,Toronto Raptors,120,Box Score,,19114,02:09,Scotiabank Arena,
Sun Mar 31 2024,6:00p,Miami Heat,119,Washington Wizards,107,Box Score,,16039,02:11,Capital One Arena,
Sun Mar 31 2024,7:00p,Dallas Mavericks,125,Houston Rockets,107,Box Score,,18055,01:58,Toyota Center,
Sun Mar 31 2024,7:00p,Chicago Bulls,109,Minnesota Timberwolves,101,Box Score,,18024,02:07,Target Center,
Sun Mar 31 2024,7:00p,Oklahoma City Thunder,113,New York Knicks,112,Box Score,,19812,02:33,Madison Square Garden (IV),
Sun Mar 31 2024,7:00p,Golden State Warriors,117,San Antonio Spurs,113,Box Score,,18718,02:10,Frost Bank Center,
Sun Mar 31 2024,9:00p,Utah Jazz,106,Sacramento Kings,127,Box Score,,18332,02:13,Golden 1 Center,
Mon Apr 1 2024,7:00p,Boston Celtics,118,Charlotte Hornets,104,Box Score,,19238,01:54,Spectrum Center,
Mon Apr 1 2024,7:00p,Memphis Grizzlies,110,Detroit Pistons,108,Box Score,,19999,02:08,Little Caesars Arena,
Mon Apr 1 2024,7:00p,Brooklyn Nets,111,Indiana Pacers,133,Box Score,,16522,02:20,Gainbridge Fieldhouse,
Mon Apr 1 2024,7:00p,Portland Trail Blazers,103,Orlando Magic,104,Box Score,,19004,02:11,Kia Center,
Mon Apr 1 2024,8:00p,Atlanta Hawks,113,Chicago Bulls,101,Box Score,,21114,02:07,United Center,
Mon Apr 1 2024,8:00p,Phoenix Suns,124,New Orleans Pelicans,111,Box Score,,17753,02:14,Smoothie King Center,
Tue Apr 2 2024,7:00p,Los Angeles Lakers,128,Toronto Raptors,111,Box Score,,19800,02:06,Scotiabank Arena,
Tue Apr 2 2024,7:00p,Milwaukee Bucks,113,Washington Wizards,117,Box Score,,16492,02:13,Capital One Arena,
Tue Apr 2 2024,7:30p,New York Knicks,99,Miami Heat,109,Box Score,,19857,02:16,Kaseya Center,
Tue Apr 2 2024,7:30p,Oklahoma City Thunder,105,Philadelphia 76ers,109,Box Score,,20733,02:22,Wells Fargo Center,
Tue Apr 2 2024,8:00p,Houston Rockets,106,Minnesota Timberwolves,113,Box Score,,18024,02:13,Target Center,
Tue Apr 2 2024,9:00p,San Antonio Spurs,105,Denver Nuggets,110,Box Score,,19741,02:10,Ball Arena,
Tue Apr 2 2024,9:00p,Cleveland Cavaliers,129,Utah Jazz,113,Box Score,,18206,02:05,Delta Center,
Tue Apr 2 2024,10:00p,Dallas Mavericks,100,Golden State Warriors,104,Box Score,,18064,02:20,Chase Center,
Tue Apr 2 2024,10:00p,Los Angeles Clippers,95,Sacramento Kings,109,Box Score,,17832,02:12,Golden 1 Center,
Wed Apr 3 2024,7:00p,Portland Trail Blazers,89,Charlotte Hornets,86,Box Score,,14209,02:06,Spectrum Center,
Wed Apr 3 2024,7:00p,Los Angeles Lakers,125,Washington Wizards,120,Box Score,,20333,02:14,Capital One Arena,
Wed Apr 3 2024,7:30p,Detroit Pistons,113,Atlanta Hawks,121,Box Score,,17899,02:07,State Farm Arena,
Wed Apr 3 2024,7:30p,Oklahoma City Thunder,100,Boston Celtics,135,Box Score,,19156,02:14,TD Garden,
Wed Apr 3 2024,7:30p,Indiana Pacers,111,Brooklyn Nets,115,Box Score,,17732,02:15,Barclays Center,
Wed Apr 3 2024,8:00p,Memphis Grizzlies,111,Milwaukee Bucks,101,Box Score,,17420,02:05,Fiserv Forum,
Wed Apr 3 2024,8:00p,Toronto Raptors,85,Minnesota Timberwolves,133,Box Score,,18024,02:00,Target Center,
Wed Apr 3 2024,8:00p,Orlando Magic,117,New Orleans Pelicans,108,Box Score,,16427,,Smoothie King Center,
Wed Apr 3 2024,10:00p,Cleveland Cavaliers,101,Phoenix Suns,122,Box Score,,17071,02:14,Footprint Center,
Thu Apr 4 2024,7:30p,Atlanta Hawks,95,Dallas Mavericks,109,Box Score,,20211,02:09,American Airlines Center,
Thu Apr 4 2024,7:30p,Philadelphia 76ers,109,Miami Heat,105,Box Score,,19719,02:07,Kaseya Center,
Thu Apr 4 2024,7:30p,Sacramento Kings,109,New York Knicks,120,Box Score,,19812,02:28,Madison Square Garden (IV),
Thu Apr 4 2024,8:00p,Golden State Warriors,133,Houston Rockets,110,Box Score,,18055,02:13,Toyota Center,
Thu Apr 4 2024,10:00p,Denver Nuggets,100,Los Angeles Clippers,102,Box Score,,19370,02:33,Crypto.com Arena,
Fri Apr 5 2024,7:00p,Orlando Magic,115,Charlotte Hornets,124,Box Score,,16374,02:13,Spectrum Center,
Fri Apr 5 2024,7:00p,Oklahoma City Thunder,112,Indiana Pacers,126,Box Score,,17274,02:12,Gainbridge Fieldhouse,
Fri Apr 5 2024,7:00p,Portland Trail Blazers,108,Washington Wizards,102,Box Score,,18079,02:16,Capital One Arena,
Fri Apr 5 2024,7:30p,Sacramento Kings,100,Boston Celtics,101,Box Score,,19156,02:03,TD Garden,
Fri Apr 5 2024,8:00p,New York Knicks,100,Chicago Bulls,108,Box Score,,21599,02:17,United Center,
Fri Apr 5 2024,8:00p,Miami Heat,119,Houston Rockets,104,Box Score,,18055,02:03,Toyota Center,
Fri Apr 5 2024,8:00p,Detroit Pistons,90,Memphis Grizzlies,108,Box Score,,16745,02:01,FedEx Forum,
Fri Apr 5 2024,8:00p,Toronto Raptors,117,Milwaukee Bucks,111,Box Score,,17750,02:21,Fiserv Forum,
Fri Apr 5 2024,8:00p,San Antonio Spurs,111,New Orleans Pelicans,109,Box Score,,17422,02:01,Smoothie King Center,
Fri Apr 5 2024,8:30p,Golden State Warriors,106,Dallas Mavericks,108,Box Score,,20425,02:21,American Airlines Center,
Fri Apr 5 2024,10:00p,Minnesota Timberwolves,87,Phoenix Suns,97,Box Score,,17071,02:08,Footprint Center,
Fri Apr 5 2024,10:30p,Utah Jazz,102,Los Angeles Clippers,131,Box Score,,19370,02:04,Crypto.com Arena,
Sat Apr 6 2024,3:30p,Cleveland Cavaliers,97,Los Angeles Lakers,116,Box Score,,18997,02:04,Crypto.com Arena,
Sat Apr 6 2024,7:00p,Detroit Pistons,103,Brooklyn Nets,113,Box Score,,17732,02:07,Barclays Center,
Sat Apr 6 2024,8:00p,Philadelphia 76ers,116,Memphis Grizzlies,96,Box Score,,17794,02:15,FedEx Forum,
Sat Apr 6 2024,9:00p,Atlanta Hawks,110,Denver Nuggets,142,Box Score,,19639,02:10,Ball Arena,
Sun Apr 7 2024,3:30p,Houston Rockets,136,Dallas Mavericks,147,Box Score,OT,20317,02:48,American Airlines Center,
Sun Apr 7 2024,3:30p,Cleveland Cavaliers,118,Los Angeles Clippers,120,Box Score,,19370,02:19,Crypto.com Arena,
Sun Apr 7 2024,5:00p,Miami Heat,115,Indiana Pacers,117,Box Score,,17274,02:28,Gainbridge Fieldhouse,
Sun Apr 7 2024,6:00p,Portland Trail Blazers,107,Boston Celtics,124,Box Score,,19156,01:51,TD Garden,
Sun Apr 7 2024,6:00p,Oklahoma City Thunder,121,Charlotte Hornets,118,Box Score,,16556,02:12,Spectrum Center,
Sun Apr 7 2024,6:00p,Chicago Bulls,98,Orlando Magic,113,Box Score,,19276,02:11,Kia Center,
Sun Apr 7 2024,6:00p,New Orleans Pelicans,113,Phoenix Suns,105,Box Score,,17071,02:13,Footprint Center,
Sun Apr 7 2024,6:00p,Washington Wizards,122,Toronto Raptors,130,Box Score,,19502,02:23,Scotiabank Arena,
Sun Apr 7 2024,7:00p,New York Knicks,122,Milwaukee Bucks,109,Box Score,,17536,02:15,Fiserv Forum,
Sun Apr 7 2024,7:00p,Philadelphia 76ers,133,San Antonio Spurs,126,Box Score,2OT,18046,02:52,Frost Bank Center,
Sun Apr 7 2024,7:30p,Sacramento Kings,107,Brooklyn Nets,77,Box Score,,17732,02:06,Barclays Center,
Sun Apr 7 2024,8:30p,Utah Jazz,110,Golden State Warriors,118,Box Score,,18064,02:07,Chase Center,
Sun Apr 7 2024,10:00p,Minnesota Timberwolves,127,Los Angeles Lakers,117,Box Score,,18997,02:05,Crypto.com Arena,
Tue Apr 9 2024,7:00p,Dallas Mavericks,130,Charlotte Hornets,104,Box Score,,17425,02:01,Spectrum Center,
Tue Apr 9 2024,7:00p,Detroit Pistons,102,Philadelphia 76ers,120,Box Score,,19796,02:15,Wells Fargo Center,
Tue Apr 9 2024,7:00p,Indiana Pacers,140,Toronto Raptors,123,Box Score,,19325,02:17,Scotiabank Arena,
Tue Apr 9 2024,7:30p,Miami Heat,117,Atlanta Hawks,111,Box Score,2OT,17049,02:35,State Farm Arena,
Tue Apr 9 2024,7:30p,Boston Celtics,91,Milwaukee Bucks,104,Box Score,,17493,01:57,Fiserv Forum,
Tue Apr 9 2024,8:00p,New York Knicks,128,Chicago Bulls,117,Box Score,,21648,02:12,United Center,
Tue Apr 9 2024,8:00p,Orlando Magic,106,Houston Rockets,118,Box Score,,18055,02:11,Toyota Center,
Tue Apr 9 2024,8:00p,San Antonio Spurs,102,Memphis Grizzlies,87,Box Score,,16108,01:55,FedEx Forum,
Tue Apr 9 2024,8:00p,Washington Wizards,121,Minnesota Timberwolves,130,Box Score,,18024,02:12,Target Center,
Tue Apr 9 2024,8:00p,Sacramento Kings,105,Oklahoma City Thunder,112,Box Score,,17509,02:17,Paycom Center,
Tue Apr 9 2024,9:00p,Denver Nuggets,111,Utah Jazz,95,Box Score,,18206,01:58,Delta Center,
Tue Apr 9 2024,10:00p,Golden State Warriors,134,Los Angeles Lakers,120,Box Score,,18997,02:15,Crypto.com Arena,
Tue Apr 9 2024,10:00p,Los Angeles Clippers,105,Phoenix Suns,92,Box Score,,17071,02:11,Footprint Center,
Tue Apr 9 2024,10:00p,New Orleans Pelicans,110,Portland Trail Blazers,100,Box Score,,18341,02:01,Moda Center,
Wed Apr 10 2024,7:00p,Memphis Grizzlies,98,Cleveland Cavaliers,110,Box Score,,19432,02:10,Rocket Mortgage Fieldhouse,
Wed Apr 10 2024,7:30p,Charlotte Hornets,115,Atlanta Hawks,114,Box Score,,16158,02:09,State Farm Arena,
Wed Apr 10 2024,7:30p,Toronto Raptors,102,Brooklyn Nets,106,Box Score,,17732,02:20,Barclays Center,
Wed Apr 10 2024,7:30p,Dallas Mavericks,111,Miami Heat,92,Box Score,,19660,02:10,Kaseya Center,
Wed Apr 10 2024,8:00p,Orlando Magic,99,Milwaukee Bucks,117,Box Score,,17563,02:12,Fiserv Forum,
Wed Apr 10 2024,8:00p,San Antonio Spurs,89,Oklahoma City Thunder,127,Box Score,,17229,01:57,Paycom Center,
Wed Apr 10 2024,10:00p,Minnesota Timberwolves,107,Denver Nuggets,116,Box Score,,19845,02:21,Ball Arena,
Wed Apr 10 2024,10:30p,Phoenix Suns,124,Los Angeles Clippers,108,Box Score,,19370,02:02,Crypto.com Arena,
Thu Apr 11 2024,7:00p,Chicago Bulls,127,Detroit Pistons,105,Box Score,,20013,02:03,Little Caesars Arena,
Thu Apr 11 2024,7:30p,New York Knicks,118,Boston Celtics,109,Box Score,,19156,02:04,TD Garden,
Thu Apr 11 2024,9:00p,Houston Rockets,121,Utah Jazz,124,Box Score,,18206,02:18,Delta Center,
Thu Apr 11 2024,10:00p,Golden State Warriors,100,Portland Trail Blazers,92,Box Score,,19335,02:04,Moda Center,
Thu Apr 11 2024,10:00p,New Orleans Pelicans,135,Sacramento Kings,123,Box Score,,17832,02:17,Golden 1 Center,
Fri Apr 12 2024,7:00p,Orlando Magic,113,Philadelphia 76ers,125,Box Score,,20149,02:21,Wells Fargo Center,
Fri Apr 12 2024,7:00p,Chicago Bulls,129,Washington Wizards,127,Box Score,,20333,02:20,Capital One Arena,
Fri Apr 12 2024,7:30p,Charlotte Hornets,98,Boston Celtics,131,Box Score,,19156,01:56,TD Garden,
Fri Apr 12 2024,7:30p,Indiana Pacers,120,Cleveland Cavaliers,129,Box Score,,19432,02:11,Rocket Mortgage Fieldhouse,
Fri Apr 12 2024,7:30p,Brooklyn Nets,107,New York Knicks,111,Box Score,,19812,02:15,Madison Square Garden (IV),
Fri Apr 12 2024,8:00p,Los Angeles Lakers,123,Memphis Grizzlies,120,Box Score,,17794,02:20,FedEx Forum,
Fri Apr 12 2024,8:00p,Toronto Raptors,103,Miami Heat,125,Box Score,,19600,02:07,Kaseya Center,
Fri Apr 12 2024,8:00p,Atlanta Hawks,106,Minnesota Timberwolves,109,Box Score,,18024,02:22,Target Center,
Fri Apr 12 2024,8:00p,Milwaukee Bucks,107,Oklahoma City Thunder,125,Box Score,,18203,206:00:00,Paycom Center,
Fri Apr 12 2024,8:00p,Denver Nuggets,120,San Antonio Spurs,121,Box Score,,18665,02:07,Frost Bank Center,
Fri Apr 12 2024,8:30p,Detroit Pistons,107,Dallas Mavericks,89,Box Score,,20274,01:55,American Airlines Center,
Fri Apr 12 2024,10:00p,New Orleans Pelicans,114,Golden State Warriors,109,Box Score,,18064,02:13,Chase Center,
Fri Apr 12 2024,10:00p,Houston Rockets,116,Portland Trail Blazers,107,Box Score,,18630,02:07,Moda Center,
Fri Apr 12 2024,10:30p,Utah Jazz,110,Los Angeles Clippers,109,Box Score,,19370,02:07,Crypto.com Arena,
Fri Apr 12 2024,10:30p,Phoenix Suns,108,Sacramento Kings,107,Box Score,,17832,02:16,Golden 1 Center,
Sun Apr 14 2024,1:00p,Washington Wizards,122,Boston Celtics,132,Box Score,,19156,02:01,TD Garden,
Sun Apr 14 2024,1:00p,Charlotte Hornets,120,Cleveland Cavaliers,110,Box Score,,19432,01:48,Rocket Mortgage Fieldhouse,
Sun Apr 14 2024,1:00p,Atlanta Hawks,115,Indiana Pacers,157,Box Score,,17274,02:04,Gainbridge Fieldhouse,
Sun Apr 14 2024,1:00p,Toronto Raptors,103,Miami Heat,118,Box Score,,19600,02:06,Kaseya Center,
Sun Apr 14 2024,1:00p,Chicago Bulls,119,New York Knicks,120,Box Score,OT,19812,02:35,Madison Square Garden (IV),
Sun Apr 14 2024,1:00p,Milwaukee Bucks,88,Orlando Magic,113,Box Score,,18846,02:08,Kia Center,
Sun Apr 14 2024,1:00p,Brooklyn Nets,86,Philadelphia 76ers,107,Box Score,,20246,02:01,Wells Fargo Center,
Sun Apr 14 2024,3:30p,Utah Jazz,116,Golden State Warriors,123,Box Score,,18064,02:04,Chase Center,
Sun Apr 14 2024,3:30p,Houston Rockets,116,Los Angeles Clippers,105,Box Score,,19370,01:55,Crypto.com Arena,
Sun Apr 14 2024,3:30p,Denver Nuggets,126,Memphis Grizzlies,111,Box Score,,17544,02:09,FedEx Forum,
Sun Apr 14 2024,3:30p,Phoenix Suns,125,Minnesota Timberwolves,106,Box Score,,18024,02:11,Target Center,
Sun Apr 14 2024,3:30p,Los Angeles Lakers,124,New Orleans Pelicans,108,Box Score,,18633,02:16,Smoothie King Center,
Sun Apr 14 2024,3:30p,Dallas Mavericks,86,Oklahoma City Thunder,135,Box Score,,18203,01:56,Paycom Center,
Sun Apr 14 2024,3:30p,Portland Trail Blazers,82,Sacramento Kings,121,Box Score,,18037,02:06,Golden 1 Center,
Sun Apr 14 2024,3:30p,Detroit Pistons,95,San Antonio Spurs,123,Box Score,,18516,01:54,Frost Bank Center,
